Capacity,Occupancy,rownum,linear_fill,cubic_fill
,,122,739.4861111111111,755.4275807534231
1369.75,733.0,123,733.0,733.0
1369.75,705.9166666666666,124,705.9166666666666,705.9166666666666
,,125,690.7083333333333,794.6402989333757
,,126,675.5,853.7715749692683
1369.75,660.2916666666666,127,660.2916666666666,660.2916666666667
485.0,316.0,128,316.0,316.0
1408.2173913043478,631.0,129,631.0,631.0
,,130,593.0208333333333,729.206432171187
1369.75,555.0416666666666,131,555.0416666666666,555.0416666666666
,,132,551.2103825136612,356.1001201226864
,,133,547.3790983606557,181.18777318735235
,,134,543.5478142076503,29.4134975117347
,,135,539.7165300546447,-100.11383525309566
,,136,535.8852459016393,-208.28535345606886
,,137,532.0539617486338,-295.9921854461137
,,138,528.2226775956284,-364.12545957216
,,139,524.3913934426229,-413.5763041831373
,,140,520.5601092896175,-445.2358476279751
,,141,516.7288251366119,-459.99521825560294
,,142,512.8975409836065,-458.74554441495
,,143,509.06625683060105,-442.3779544549464
,,144,505.2349726775956,-411.7835767245207
,,145,501.4036885245901,-367.85353957260344
,,146,497.57240437158464,-311.4789713481235
,,147,493.7411202185792,-243.5510004000107
,,148,489.90983606557376,-164.9607550771943
,,149,486.0785519125683,-76.59936372860409
,,150,482.2472677595628,20.642045296830894
,,151,478.41598360655735,125.87234365018087
,,152,474.5846994535519,238.20040298251652
,,153,470.7534153005464,356.73509494490764
,,154,466.92213114754094,480.58529118842546
,,155,463.09084699453547,608.8598633641403
,,156,459.25956284153006,740.667683123123
,,157,455.4282786885246,875.1176221164434
,,158,451.5969945355191,1011.3185519951719
,,159,447.76571038251365,1148.3793444103794
,,160,443.9344262295082,1285.4088710131373
,,161,440.1031420765027,1421.5160034545147
,,162,436.27185792349724,1555.8096133855815
,,163,432.44057377049177,1687.3985724574102
,,164,428.6092896174863,1815.391752321071
,,165,424.7780054644809,1938.8980246276328
,,166,420.94672131147536,2057.0262610281675
,,167,417.11543715846994,2168.8853331737446
,,168,413.2841530054645,2273.5841127154354
,,169,409.452868852459,2370.2314713043093
,,170,405.62158469945354,2457.9362805914384
,,171,401.79030054644807,2535.8074122278936
,,172,397.9590163934426,2602.953737864743
,,173,394.1277322404371,2658.484129153058
,,174,390.2964480874317,2701.5074577439104
,,175,386.4651639344262,2731.1325952883685
,,176,382.6338797814208,2746.4684134375043
,,177,378.80259562841525,2746.6237838423885
,,178,374.97131147540983,2730.7075781540907
,,179,371.14002732240436,2697.8286680236824
,,180,367.3087431693989,2647.0959251022327
,,181,363.4774590163934,2577.6182210408133
,,182,359.64617486338796,2488.5044274904944
,,183,355.81489071038254,2378.8634161023465
,,184,351.983606557377,2247.8040585274393
,,185,348.1523224043716,2094.4352264168438
,,186,344.3210382513661,1917.8657914216315
,,187,340.48975409836066,1717.2046251928718
,,188,336.6584699453552,1491.5605993816353
,,189,332.8271857923497,1240.0425856389927
,,190,328.99590163934425,961.7594556160145
,,191,325.1646174863388,655.8200809637714
1369.75,321.3333333333333,192,321.3333333333333,321.33333333333337
450.0,50.0,193,50.0,50.0
,,194,234.65217391304347,151.59416284703005
1409.7391304347825,419.30434782608694,195,419.30434782608694,419.30434782608694
1369.75,485.625,196,485.625,485.62499999999994
,,197,272.8125,156.79166678386326
450.0,60.0,198,60.0,60.0
1409.7391304347825,589.8260869565217,199,589.8260869565217,589.8260869565217
,,200,612.8297101449275,756.946599839083
1369.75,635.8333333333334,201,635.8333333333334,635.8333333333333
,,202,656.7291666666667,595.2814571832329
1369.75,677.625,203,677.625,677.625
1369.75,705.0,204,705.0,705.0
,,205,404.5,267.2763577633256
450.0,104.0,206,104.0,103.99999999999997
1409.7391304347825,754.695652173913,207,754.695652173913,754.695652173913
,,208,750.6186594202898,1041.2819794526613
1369.75,746.5416666666666,209,746.5416666666666,746.5416666666666
485.0,343.0,210,343.0,343.0
1408.2173913043478,772.1739130434783,211,772.1739130434783,772.1739130434781
1369.75,746.0416666666666,212,746.0416666666666,746.0416666666666
,,213,744.3333333333333,660.2266765770028
,,214,742.625,679.4741098536952
1369.75,740.9166666666666,215,740.9166666666666,740.9166666666666
1369.75,738.5,216,738.5,738.5
,,217,592.75,526.3350983438165
500.0,447.0,218,447.0,447.0
1407.5652173913043,722.8260869565217,219,722.8260869565217,722.8260869565216
,,220,704.4130434782609,783.5584845548321
1369.75,686.0,221,686.0,686.0
,,222,669.1041666666667,648.1040133107286
1369.75,652.2083333333334,223,652.2083333333334,652.2083333333335
,,224,630.9375,637.936014738485
1369.75,609.6666666666666,225,609.6666666666666,609.6666666666667
,,226,582.2291666666666,583.1415110686646
1369.75,554.7916666666666,227,554.7916666666666,554.7916666666666
,,228,546.2784722222221,517.7118444102568
,,229,537.7652777777778,470.96122738720584
,,230,529.2520833333333,415.09011671982955
,,231,520.7388888888888,350.6488135304451
,,232,512.2256944444445,278.18761894136895
,,233,503.7125,198.2568340749175
,,234,495.1993055555555,111.40676005340741
,,235,486.6861111111111,18.187697999155425
,,236,478.17291666666665,-80.85005096552217
,,237,469.6597222222222,-185.1561857183085
,,238,461.14652777777775,-294.18040513688715
,,239,452.6333333333333,-407.37240809894166
,,240,444.12013888888885,-524.1818934821551
,,241,435.6069444444444,-644.0585601642113
,,242,427.09375,-766.4521070227933
,,243,418.5805555555555,-890.8122329355846
,,244,410.06736111111104,-1016.5886367802691
,,245,401.5541666666666,-1143.2310174345291
,,246,393.0409722222222,-1270.189073776049
,,247,384.5277777777777,-1396.912504682512
,,248,376.0145833333333,-1522.851009031602
,,249,367.50138888888887,-1647.4542857010013
,,250,358.9881944444444,-1770.172033568394
,,251,350.47499999999997,-1890.4539515114639
,,252,341.96180555555554,-2007.7497384078936
,,253,333.44861111111106,-2121.509093135367
,,254,324.93541666666664,-2231.181714571567
,,255,316.4222222222222,-2336.2173015941776
,,256,307.90902777777774,-2436.065553080882
,,257,299.3958333333333,-2530.1761679093643
,,258,290.88263888888883,-2617.9988449573066
,,259,282.3694444444444,-2698.9832831023928
,,260,273.85625,-2772.579181222307
,,261,265.3430555555555,-2838.236238194732
,,262,256.8298611111111,-2895.4041528973507
,,263,248.3166666666666,-2943.532624207849
,,264,239.80347222222218,-2982.0713510039072
,,265,231.29027777777776,-3010.4700321632085
,,266,222.77708333333328,-3028.1783665634402
,,267,214.26388888888886,-3034.646053082283
,,268,205.75069444444443,-3029.3227905974204
,,269,197.23749999999995,-3011.658277986536
,,270,188.72430555555553,-2981.102214127313
,,271,180.2111111111111,-2937.104297897435
,,272,171.69791666666663,-2879.114228174586
,,273,163.1847222222222,-2806.58170383645
,,274,154.67152777777773,-2718.956423760707
,,275,146.1583333333333,-2615.688086825044
,,276,137.64513888888888,-2496.2263919071434
,,277,129.1319444444444,-2360.0210378846878
,,278,120.61874999999998,-2206.521723635363
,,279,112.1055555555555,-2035.1781480368493
,,280,103.59236111111107,-1845.4400099668312
,,281,95.07916666666665,-1636.7570083029927
,,282,86.56597222222217,-1408.5788419230175
,,283,78.05277777777775,-1160.355209704588
,,284,69.53958333333333,-891.5358105253881
,,285,61.026388888888846,-601.570343263101
,,286,52.51319444444442,-289.90850679541074
450.0,44.0,287,44.0,43.999999999999886
,,288,188.41304347826087,344.71396048210653
1409.7391304347825,332.82608695652175,289,332.82608695652175,332.82608695652175
450.0,48.0,290,48.0,48.0
1409.7391304347825,404.04347826086956,291,404.04347826086956,404.0434782608695
,,292,443.02173913043475,551.8513339017705
1369.75,482.0,293,482.0,482.00000000000006
,,294,508.3958333333333,478.6850768541107
1369.75,534.7916666666666,295,534.7916666666666,534.7916666666666
1369.75,581.9166666666666,296,581.9166666666666,581.9166666666666
,,297,594.4722222222222,602.499014249023
,,298,607.0277777777778,609.2545142158216
1369.75,619.5833333333334,299,619.5833333333334,619.5833333333334
1369.75,640.625,300,640.625,640.625
,,301,644.8055555555555,648.2991700900506
,,302,648.9861111111111,647.5555848983001
1369.75,653.1666666666666,303,653.1666666666666,653.1666666666666
,,304,661.0625,670.7068142973073
1369.75,668.9583333333334,305,668.9583333333334,668.9583333333334
,,306,668.875,635.3628875070602
1369.75,668.7916666666666,307,668.7916666666666,668.7916666666665
,,308,669.2083333333333,799.221844007785
1369.75,669.625,309,669.625,669.6249999999999
492.5,321.0,310,321.0,321.0
1449.5,689.2727272727273,311,689.2727272727273,689.2727272727274
485.0,279.0,312,279.0,279.00000000000006
1408.2173913043478,663.6521739130435,313,663.6521739130435,663.6521739130435
485.0,281.0,314,281.0,281.0
1408.2173913043478,643.6521739130435,315,643.6521739130435,643.6521739130435
,,316,620.971920289855,813.2762338741628
1369.75,598.2916666666666,317,598.2916666666666,598.2916666666666
600.0,377.0,318,377.0,377.0
1403.2173913043478,584.7826086956521,319,584.7826086956521,584.7826086956521
1369.75,542.2916666666666,320,542.2916666666666,542.2916666666666
,,321,525.5833333333333,475.4304106765505
,,322,508.875,471.05020082809614
1369.75,492.1666666666667,323,492.1666666666667,492.16666666666663
,,324,484.5472222222222,508.04713134628344
,,325,476.9277777777778,512.9656924555992
,,326,469.30833333333334,507.44814119192546
,,327,461.6888888888889,492.0202687525735
,,328,454.06944444444446,467.2078663348541
,,329,446.45000000000005,433.5367251360786
,,330,438.8305555555556,391.5326363535585
,,331,431.2111111111111,341.72139118460456
,,332,423.5916666666667,284.6287808265281
,,333,415.97222222222223,220.7805964766405
,,334,408.3527777777778,150.70262933225263
,,335,400.73333333333335,74.92067059067583
,,336,393.11388888888894,-6.039488550778843
,,337,385.49444444444447,-91.65205689480007
,,338,377.875,-181.39124324407643
,,339,370.2555555555556,-274.73125640129723
,,340,362.6361111111111,-371.146305169151
,,341,355.01666666666665,-470.1105983503266
,,342,347.39722222222224,-571.0983447475127
,,343,339.7777777777778,-673.5837531633983
,,344,332.15833333333336,-777.0410324006724
,,345,324.5388888888889,-880.9443912620234
,,346,316.9194444444445,-984.7680385501404
,,347,309.3,-1087.9861830677119
,,348,301.68055555555554,-1190.0730336174279
,,349,294.06111111111113,-1290.5027990019753
,,350,286.4416666666667,-1388.749688024044
,,351,278.82222222222225,-1484.2879094863226
,,352,271.2027777777778,-1576.5916721915005
,,353,263.58333333333337,-1665.1351849422656
,,354,255.9638888888889,-1749.3926565413071
,,355,248.34444444444446,-1828.8382957913145
,,356,240.72500000000002,-1902.9463114949756
,,357,233.10555555555555,-1971.1909124549795
,,358,225.48611111111114,-2033.0463074740146
,,359,217.86666666666667,-2087.986705354771
,,360,210.24722222222226,-2135.486314899937
,,361,202.6277777777778,-2175.0193449122003
,,362,195.00833333333333,-2206.0600041942516
,,363,187.3888888888889,-2228.0825015487776
,,364,179.76944444444445,-2240.561045778469
,,365,172.15000000000003,-2242.969845686013
,,366,164.53055555555557,-2234.7831100740996
,,367,156.91111111111115,-2215.4750477454177
,,368,149.29166666666669,-2184.5198675026554
,,369,141.67222222222222,-2141.391778148502
,,370,134.0527777777778,-2085.5649884856452
,,371,126.43333333333334,-2016.5137073167757
,,372,118.81388888888893,-1933.7121434445812
,,373,111.19444444444446,-1836.6345056717505
,,374,103.57500000000005,-1724.755002800972
,,375,95.95555555555558,-1597.5478436349358
,,376,88.33611111111111,-1454.4872369763302
,,377,80.7166666666667,-1295.0473916278436
,,378,73.09722222222223,-1118.7025163921644
,,379,65.47777777777782,-924.9268200719825
,,380,57.85833333333335,-713.1945114699865
,,381,50.23888888888888,-482.9797993888648
,,382,42.61944444444447,-233.75689263130636
450.0,35.0,383,35.0,35.00000000000006
1451.090909090909,238.3181818181818,384,238.3181818181818,238.31818181818184
,,385,137.6590909090909,121.94683807006236
450.0,37.0,386,37.0,37.0
1451.090909090909,251.95454545454547,387,251.95454545454547,251.9545454545455
1407.5652173913043,266.8695652173913,388,266.8695652173913,266.8695652173913
,,389,275.8985507246377,249.6787290734253
,,390,284.92753623188406,266.3135641338986
1407.5652173913043,293.95652173913044,391,293.95652173913044,293.95652173913044
,,392,312.195652173913,314.71982481238365
1407.5652173913043,330.4347826086956,393,330.4347826086956,330.4347826086956
,,394,342.9130434782609,345.5658907942233
1407.5652173913043,355.39130434782606,395,355.39130434782606,355.39130434782606
1407.5652173913043,376.6521739130435,396,376.6521739130435,376.6521739130435
,,397,385.33333333333337,472.26927237772736
,,398,394.0144927536232,533.4881490594089
1407.5652173913043,402.69565217391306,399,402.69565217391306,402.6956521739131
600.0,192.0,400,192.0,192.0
1444.2727272727273,446.0,401,446.0,446.0
485.0,212.0,402,212.0,212.0
1449.5,470.59090909090907,403,470.59090909090907,470.59090909090907
,,404,482.99110671936756,572.7554941533339
1407.5652173913043,495.39130434782606,405,495.39130434782606,495.39130434782606
,,406,505.2391304347826,481.13444233337145
1407.5652173913043,515.0869565217391,407,515.0869565217391,515.0869565217392
,,408,529.3478260869565,534.6066871060654
1407.5652173913043,543.6086956521739,409,543.6086956521739,543.6086956521739
,,410,550.9782608695652,555.9062005467146
1407.5652173913043,558.3478260869565,411,558.3478260869565,558.3478260869565
1407.5652173913043,564.8695652173913,412,564.8695652173913,564.8695652173911
,,413,565.0579710144928,662.8216511738548
,,414,565.2463768115941,725.7835208140365
1407.5652173913043,565.4347826086956,415,565.4347826086956,565.4347826086955
485.0,275.0,416,275.0,275.0
1449.5,560.5,417,560.5,560.5
,,418,540.9673913043478,660.8898098562217
1407.5652173913043,521.4347826086956,419,521.4347826086956,521.4347826086957
,,420,516.1675060563559,350.5865958001589
,,421,510.9002295040163,189.84834287592622
,,422,505.63295295167666,38.98597125695659
,,423,500.36567639933696,-102.23457163579127
,,424,495.0983998469973,-234.04733838135837
,,425,489.83112329465763,-356.6863815587858
,,426,484.563846742318,-470.3857537471149
,,427,479.2965701899783,-575.3795075253863
,,428,474.02929363763866,-671.9016954726419
,,429,468.76201708529896,-760.1863701679216
,,430,463.4947405329593,-840.4675841902679
,,431,458.22746398061963,-912.9793901187209
,,432,452.96018742828,-977.9558405323223
,,433,447.6929108759403,-1035.6309880101126
,,434,442.42563432360066,-1086.2388851311334
,,435,437.15835777126097,-1130.013584474426
,,436,431.89108121892133,-1167.1891386190307
,,437,426.62380466658163,-1197.9996001439893
,,438,421.356528114242,-1222.6790216283425
,,439,416.0892515619023,-1241.4614556511317
,,440,410.82197500956266,-1254.580954791398
,,441,405.55469845722297,-1262.271571628182
,,442,400.28742190488333,-1264.767358740526
,,443,395.02014535254364,-1262.3023687074701
,,444,389.752868800204,-1255.1106541080555
,,445,384.48559224786436,-1243.4262675213238
,,446,379.21831569552467,-1227.4832615263156
,,447,373.95103914318497,-1207.5156887020719
,,448,368.68376259084533,-1183.757601627634
,,449,363.4164860385057,-1156.4430528820437
,,450,358.149209486166,-1125.806095044341
,,451,352.8819329338263,-1092.080780693568
,,452,347.61465638148667,-1055.501162408765
,,453,342.34737982914703,-1016.3012927689732
,,454,337.08010327680734,-974.7152243532344
,,455,331.81282672446764,-930.977009740589
,,456,326.545550172128,-885.3207015100787
,,457,321.27827361978837,-837.9803522407442
,,458,316.01099706744867,-789.1900145116264
,,459,310.743720515109,-739.1837409017669
,,460,305.47644396276934,-688.1955839902066
,,461,300.2091674104297,-636.4595963559868
,,462,294.94189085809,-584.2098305781481
,,463,289.6746143057503,-531.6803392357323
,,464,284.4073377534107,-479.10517490777977
,,465,279.14006120107103,-426.71839017333224
,,466,273.87278464873134,-374.7540376114305
,,467,268.6055080963917,-323.4461698011158
,,468,263.338231544052,-273.02883932142913
,,469,258.07095499171237,-223.7360987514117
,,470,252.80367843937267,-175.80200067010458
,,471,247.53640188703304,-129.46059765654877
,,472,242.26912533469334,-84.9459422897856
,,473,237.0018487823537,-42.492087148856
,,474,231.734572230014,-2.333084812801218
,,475,226.46729567767437,35.297012139337724
,,476,221.20001912533468,70.16415112851972
,,477,215.93274257299504,102.03427957570366
,,478,210.66546602065534,130.6733449018484
,,479,205.3981894683157,155.84729452791282
,,480,200.130912915976,177.32207587485587
1259.0454545454545,194.86363636363637,481,194.86363636363637,194.86363636363637
542.5,206.0,482,206.0,206.0
1330.7,190.1,483,190.1,190.10000000000002
551.6666666666666,152.33333333333334,484,152.33333333333334,152.33333333333331
1370.7368421052631,204.94736842105263,485,204.94736842105263,204.94736842105263
511.6666666666667,146.33333333333334,486,146.33333333333334,146.33333333333334
1377.0526315789473,218.26315789473685,487,218.26315789473685,218.26315789473685
1259.0454545454545,214.45454545454547,488,214.45454545454547,214.45454545454547
,,489,199.22727272727275,180.3771584274787
660.0,184.0,490,184.0,184.0
1318.95,238.85,491,238.85,238.84999999999994
,,492,249.24318181818182,263.20275214255105
1259.0454545454545,259.6363636363636,493,259.6363636363636,259.63636363636357
,,494,272.0909090909091,258.3301789888318
1259.0454545454545,284.54545454545456,495,284.54545454545456,284.54545454545456
1259.0454545454545,302.6363636363636,496,302.6363636363636,302.6363636363636
,,497,205.8181818181818,157.2039307960694
600.0,109.0,498,109.0,109.00000000000001
1290.4285714285713,332.3809523809524,499,332.3809523809524,332.38095238095246
,,500,335.1222943722944,372.4846985666941
1259.0454545454545,337.8636363636364,501,337.8636363636364,337.8636363636364
,,502,341.02272727272725,416.3566867394751
1259.0454545454545,344.1818181818182,503,344.1818181818182,344.18181818181824
600.0,103.0,504,103.0,103.0
1290.4285714285713,367.04761904761904,505,367.04761904761904,367.04761904761904
600.0,99.0,506,99.0,99.00000000000001
1290.4285714285713,369.4761904761905,507,369.4761904761905,369.4761904761905
,,508,360.62445887445887,529.9087074856344
1259.0454545454545,351.77272727272725,509,351.77272727272725,351.77272727272725
600.0,91.0,510,91.0,91.0
1290.4285714285713,348.14285714285717,511,348.14285714285717,348.1428571428572
,,512,331.1168831168831,418.95289404178413
1259.0454545454545,314.09090909090907,513,314.09090909090907,314.09090909090907
,,514,302.18181818181813,273.42629722407133
1259.0454545454545,290.27272727272725,515,290.27272727272725,290.27272727272725
,,516,285.7436661698957,307.7737697121417
,,517,281.21460506706404,314.94832769519587
,,518,276.68554396423247,312.28413754417574
,,519,272.1564828614009,300.26893558136686
,,520,267.62742175856926,279.390458129055
,,521,263.0983606557377,250.13644150952572
,,522,258.5692995529061,212.99462204506477
,,523,254.0402384500745,168.4527360579579
,,524,249.5111773472429,116.99851987049075
,,525,244.98211624441132,59.11970980494904
,,526,240.4530551415797,-4.695957816381583
,,527,235.9239940387481,-73.9607466712153
,,528,231.39493293591653,-148.18692043726676
,,529,226.86587183308492,-226.88674279224986
,,530,222.33681073025332,-309.5724774138793
,,531,217.80774962742174,-395.756387979869
,,532,213.27868852459017,-484.95073816793354
,,533,208.74962742175856,-576.6677916557869
,,534,204.22056631892696,-670.419812121144
,,535,199.69150521609538,-765.7190632417186
,,536,195.16244411326377,-862.0778086952253
,,537,190.63338301043217,-959.0083121593779
,,538,186.1043219076006,-1056.0228373118914
,,539,181.575260804769,-1152.63364783048
,,540,177.04619970193738,-1248.3530073928578
,,541,172.5171385991058,-1342.693179676739
,,542,167.9880774962742,-1435.166428359838
,,543,163.4590163934426,-1525.2850171198688
,,544,158.92995529061102,-1612.5612096345467
,,545,154.40089418777941,-1696.5072695815857
,,546,149.87183308494784,-1776.6354606386988
,,547,145.34277198211623,-1852.4580464836017
,,548,140.81371087928463,-1923.4872907940087
,,549,136.28464977645305,-1989.2354572476338
,,550,131.75558867362145,-2049.214809522191
,,551,127.22652757078987,-2102.9376112953937
,,552,122.69746646795826,-2149.9161262449584
,,553,118.16840536512666,-2189.6626180485987
,,554,113.63934426229508,-2221.689350384028
,,555,109.11028315946348,-2245.5085869289614
,,556,104.58122205663187,-2260.632591361113
,,557,100.0521609538003,-2266.5736273581965
,,558,95.52309985096869,-2262.8439585979277
,,559,90.99403874813709,-2248.95584875802
,,560,86.46497764530551,-2224.421561516187
,,561,81.9359165424739,-2188.7533605501444
,,562,77.40685543964233,-2141.4635095376043
,,563,72.87779433681072,-2082.064272156284
,,564,68.34873323397912,-2010.067912083897
,,565,63.81967213114754,-1924.9866929981558
,,566,59.290611028315936,-1826.3328785767762
,,567,54.76154992548436,-1713.6187324974726
,,568,50.232488822652755,-1586.3565184379586
,,569,45.70342771982115,-1444.0585000759484
,,570,41.17436661698957,-1286.2369410891574
,,571,36.64530551415797,-1112.404105155299
,,572,32.11624441132636,-922.0722559520875
,,573,27.587183308494787,-714.7536571572377
,,574,23.05812220566321,-489.9605724484636
,,575,18.529061102831577,-247.20526550347955
450.0,14.0,576,14.0,14.0
1409.7391304347825,282.82608695652175,577,282.82608695652175,282.82608695652175
,,578,311.7047101449275,469.79461514942847
1369.75,340.5833333333333,579,340.5833333333333,340.58333333333326
450.0,19.0,580,19.0,19.0
1409.7391304347825,460.04347826086956,581,460.04347826086956,460.0434782608696
,,582,487.64673913043475,569.7690981761184
1369.75,515.25,583,515.25,515.25
,,584,550.2083333333333,713.468098786766
1369.75,585.1666666666666,585,585.1666666666666,585.1666666666666
450.0,36.0,586,36.0,36.0
1409.7391304347825,644.8695652173913,587,644.8695652173913,644.8695652173911
1369.75,640.5833333333334,588,640.5833333333334,640.5833333333333
,,589,641.708888888889,540.722759310332
,,590,642.8344444444444,571.3340322243154
1334.36,643.96,591,643.96,643.9599999999999
1408.2173913043478,687.0434782608696,592,687.0434782608696,687.0434782608696
,,593,685.2373188405797,697.1663863538046
,,594,683.4311594202899,689.9675430377561
1369.75,681.625,595,681.625,681.625
,,596,684.9583333333333,683.5756395725873
1369.75,688.2916666666666,597,688.2916666666666,688.2916666666666
,,598,685.0208333333333,686.6048636327865
1369.75,681.75,599,681.75,681.7500000000001
,,600,678.9583333333333,678.5986558962661
1369.75,676.1666666666666,601,676.1666666666666,676.1666666666666
,,602,667.5416666666666,671.4119711154822
1369.75,658.9166666666666,603,658.9166666666666,658.9166666666667
1369.75,638.7083333333334,604,638.7083333333334,638.7083333333334
,,605,628.5277777777778,627.9482568434369
,,606,618.3472222222222,621.7409017706857
1369.75,608.1666666666666,607,608.1666666666666,608.1666666666666
1369.75,581.75,608,581.75,581.7499999999999
,,609,562.3333333333334,557.9497687348554
,,610,542.9166666666666,539.3017650620963
1369.75,523.5,611,523.5,523.4999999999999
,,612,520.0835483870968,508.62151094377793
,,613,516.6670967741935,494.27544079637283
,,614,513.2506451612903,480.45395883766105
,,615,509.8341935483871,467.1492343475185
