LastUpdated,Capacity,Occupancy
2016-10-04 17:30:00,1369.75,320.125
2016-10-04 17:45:00,1369.75,320.125
2016-10-04 18:00:00,1369.75,320.125
2016-10-04 18:15:00,1369.75,320.125
2016-10-04 18:30:00,1369.75,320.125
2016-10-04 18:45:00,1369.75,320.125
2016-10-04 19:00:00,1369.75,320.125
2016-10-04 19:15:00,1369.75,320.125
2016-10-04 19:30:00,1369.75,320.125
2016-10-04 19:45:00,1369.75,320.125
2016-10-04 20:00:00,1369.75,320.125
2016-10-04 20:15:00,1369.75,320.125
2016-10-04 20:30:00,1369.75,320.125
2016-10-04 20:45:00,1369.75,320.125
2016-10-04 21:00:00,1369.75,320.125
2016-10-04 21:15:00,1369.75,320.125
2016-10-04 21:30:00,1369.75,320.125
2016-10-04 21:45:00,1369.75,320.125
2016-10-04 22:00:00,1369.75,320.125
2016-10-04 22:15:00,1369.75,320.125
2016-10-04 22:30:00,1369.75,320.125
2016-10-04 22:45:00,1369.75,320.125
2016-10-04 23:00:00,1369.75,320.125
2016-10-04 23:15:00,1369.75,320.125
2016-10-04 23:30:00,1369.75,320.125
2016-10-04 23:45:00,1369.75,320.125
2016-10-05 00:00:00,1369.75,320.125
2016-10-05 00:15:00,1369.75,320.125
2016-10-05 00:30:00,1369.75,320.125
2016-10-05 00:45:00,1369.75,320.125
2016-10-05 01:00:00,1369.75,320.125
2016-10-05 01:15:00,1369.75,320.125
2016-10-05 01:30:00,1369.75,320.125
2016-10-05 01:45:00,1369.75,320.125
2016-10-05 02:00:00,1369.75,320.125
2016-10-05 02:15:00,1369.75,320.125
2016-10-05 02:30:00,1369.75,320.125
2016-10-05 02:45:00,1369.75,320.125
2016-10-05 03:00:00,1369.75,320.125
2016-10-05 03:15:00,1369.75,320.125
2016-10-05 03:30:00,1369.75,320.125
2016-10-05 03:45:00,1369.75,320.125
2016-10-05 04:00:00,1369.75,320.125
2016-10-05 04:15:00,1369.75,320.125
2016-10-05 04:30:00,1369.75,320.125
2016-10-05 04:45:00,1369.75,320.125
2016-10-05 05:00:00,1369.75,320.125
2016-10-05 05:15:00,1369.75,320.125
2016-10-05 05:30:00,1369.75,320.125
2016-10-05 05:45:00,1369.75,320.125
2016-10-05 06:00:00,1369.75,320.125
2016-10-05 06:15:00,1369.75,320.125
2016-10-05 06:30:00,1369.75,320.125
2016-10-05 06:45:00,1369.75,320.125
2016-10-05 07:00:00,1369.75,320.125
2016-10-05 07:15:00,1369.75,320.125
2016-10-05 07:30:00,1369.75,320.125
2016-10-05 07:45:00,1369.75,320.125
2016-10-05 08:00:00,450.0,45.0
2016-10-05 08:15:00,450.0,45.0
2016-10-05 08:30:00,1409.7391304347825,423.6521739130435
2016-10-05 08:45:00,450.0,49.0
2016-10-05 09:00:00,1409.7391304347825,532.304347826087
2016-10-05 09:15:00,1369.75,594.625
2016-10-05 09:30:00,1369.75,594.625
2016-10-05 09:45:00,1369.75,677.7083333333334
2016-10-05 10:00:00,1369.75,677.7083333333334
2016-10-05 10:15:00,1369.75,717.7916666666666
2016-10-05 10:30:00,1369.75,717.7916666666666
2016-10-05 10:45:00,450.0,87.0
2016-10-05 11:00:00,1409.7391304347825,773.3913043478261
2016-10-05 11:15:00,1369.75,752.0416666666666
2016-10-05 11:30:00,1369.75,752.0416666666666
2016-10-05 11:45:00,1369.75,761.125
2016-10-05 12:00:00,1369.75,761.125
2016-10-05 12:15:00,485.0,376.0
2016-10-05 12:30:00,1408.2173913043478,779.4782608695652
2016-10-05 12:45:00,1369.75,761.125
2016-10-05 13:00:00,1369.75,756.7083333333334
2016-10-05 13:15:00,1369.75,756.7083333333334
2016-10-05 13:30:00,1369.75,756.7083333333334
2016-10-05 13:45:00,1369.75,752.4583333333334
2016-10-05 14:00:00,1369.75,733.0
2016-10-05 14:15:00,1369.75,733.0
2016-10-05 14:30:00,1369.75,733.0
2016-10-05 14:45:00,1369.75,705.9166666666666
2016-10-05 15:00:00,1369.75,660.2916666666666
2016-10-05 15:15:00,1369.75,660.2916666666666
2016-10-05 15:30:00,1369.75,660.2916666666666
2016-10-05 15:45:00,485.0,316.0
2016-10-05 16:00:00,1408.2173913043478,631.0
2016-10-05 16:15:00,1369.75,555.0416666666666
2016-10-05 16:30:00,1369.75,555.0416666666666
2016-10-05 16:45:00,1369.75,321.3333333333333
2016-10-05 17:00:00,1369.75,321.3333333333333
2016-10-05 17:15:00,1369.75,321.3333333333333
2016-10-05 17:30:00,1369.75,321.3333333333333
2016-10-05 17:45:00,1369.75,321.3333333333333
2016-10-05 18:00:00,1369.75,321.3333333333333
2016-10-05 18:15:00,1369.75,321.3333333333333
2016-10-05 18:30:00,1369.75,321.3333333333333
2016-10-05 18:45:00,1369.75,321.3333333333333
2016-10-05 19:00:00,1369.75,321.3333333333333
2016-10-05 19:15:00,1369.75,321.3333333333333
2016-10-05 19:30:00,1369.75,321.3333333333333
2016-10-05 19:45:00,1369.75,321.3333333333333
2016-10-05 20:00:00,1369.75,321.3333333333333
2016-10-05 20:15:00,1369.75,321.3333333333333
2016-10-05 20:30:00,1369.75,321.3333333333333
2016-10-05 20:45:00,1369.75,321.3333333333333
2016-10-05 21:00:00,1369.75,321.3333333333333
2016-10-05 21:15:00,1369.75,321.3333333333333
2016-10-05 21:30:00,1369.75,321.3333333333333
2016-10-05 21:45:00,1369.75,321.3333333333333
2016-10-05 22:00:00,1369.75,321.3333333333333
2016-10-05 22:15:00,1369.75,321.3333333333333
2016-10-05 22:30:00,1369.75,321.3333333333333
2016-10-05 22:45:00,1369.75,321.3333333333333
2016-10-05 23:00:00,1369.75,321.3333333333333
2016-10-05 23:15:00,1369.75,321.3333333333333
2016-10-05 23:30:00,1369.75,321.3333333333333
2016-10-05 23:45:00,1369.75,321.3333333333333
2016-10-06 00:00:00,1369.75,321.3333333333333
2016-10-06 00:15:00,1369.75,321.3333333333333
2016-10-06 00:30:00,1369.75,321.3333333333333
2016-10-06 00:45:00,1369.75,321.3333333333333
2016-10-06 01:00:00,1369.75,321.3333333333333
2016-10-06 01:15:00,1369.75,321.3333333333333
2016-10-06 01:30:00,1369.75,321.3333333333333
2016-10-06 01:45:00,1369.75,321.3333333333333
2016-10-06 02:00:00,1369.75,321.3333333333333
2016-10-06 02:15:00,1369.75,321.3333333333333
2016-10-06 02:30:00,1369.75,321.3333333333333
2016-10-06 02:45:00,1369.75,321.3333333333333
2016-10-06 03:00:00,1369.75,321.3333333333333
2016-10-06 03:15:00,1369.75,321.3333333333333
2016-10-06 03:30:00,1369.75,321.3333333333333
2016-10-06 03:45:00,1369.75,321.3333333333333
2016-10-06 04:00:00,1369.75,321.3333333333333
2016-10-06 04:15:00,1369.75,321.3333333333333
2016-10-06 04:30:00,1369.75,321.3333333333333
2016-10-06 04:45:00,1369.75,321.3333333333333
2016-10-06 05:00:00,1369.75,321.3333333333333
2016-10-06 05:15:00,1369.75,321.3333333333333
2016-10-06 05:30:00,1369.75,321.3333333333333
2016-10-06 05:45:00,1369.75,321.3333333333333
2016-10-06 06:00:00,1369.75,321.3333333333333
2016-10-06 06:15:00,1369.75,321.3333333333333
2016-10-06 06:30:00,1369.75,321.3333333333333
2016-10-06 06:45:00,1369.75,321.3333333333333
2016-10-06 07:00:00,1369.75,321.3333333333333
2016-10-06 07:15:00,1369.75,321.3333333333333
2016-10-06 07:30:00,1369.75,321.3333333333333
2016-10-06 07:45:00,1369.75,321.3333333333333
2016-10-06 08:00:00,450.0,50.0
2016-10-06 08:15:00,1409.7391304347825,419.30434782608694
2016-10-06 08:30:00,1409.7391304347825,419.30434782608694
2016-10-06 08:45:00,1369.75,485.625
2016-10-06 09:00:00,450.0,60.0
2016-10-06 09:15:00,450.0,60.0
2016-10-06 09:30:00,1409.7391304347825,589.8260869565217
2016-10-06 09:45:00,1369.75,635.8333333333334
2016-10-06 10:00:00,1369.75,635.8333333333334
2016-10-06 10:15:00,1369.75,677.625
2016-10-06 10:30:00,1369.75,677.625
2016-10-06 10:45:00,1369.75,705.0
2016-10-06 11:00:00,450.0,104.0
2016-10-06 11:15:00,450.0,104.0
2016-10-06 11:30:00,1409.7391304347825,754.695652173913
2016-10-06 11:45:00,1369.75,746.5416666666666
2016-10-06 12:00:00,1369.75,746.5416666666666
2016-10-06 12:15:00,485.0,343.0
2016-10-06 12:30:00,1408.2173913043478,772.1739130434783
2016-10-06 12:45:00,1369.75,746.0416666666666
2016-10-06 13:00:00,1369.75,740.9166666666666
2016-10-06 13:15:00,1369.75,740.9166666666666
2016-10-06 13:30:00,1369.75,740.9166666666666
2016-10-06 13:45:00,1369.75,738.5
2016-10-06 14:00:00,500.0,447.0
2016-10-06 14:15:00,500.0,447.0
2016-10-06 14:30:00,1407.5652173913043,722.8260869565217
2016-10-06 14:45:00,1369.75,686.0
2016-10-06 15:00:00,1369.75,686.0
2016-10-06 15:15:00,1369.75,652.2083333333334
2016-10-06 15:30:00,1369.75,652.2083333333334
2016-10-06 15:45:00,1369.75,609.6666666666666
2016-10-06 16:00:00,1369.75,609.6666666666666
2016-10-06 16:15:00,1369.75,554.7916666666666
2016-10-06 16:30:00,1369.75,554.7916666666666
2016-10-06 16:45:00,450.0,44.0
2016-10-06 17:00:00,450.0,44.0
2016-10-06 17:15:00,450.0,44.0
2016-10-06 17:30:00,450.0,44.0
2016-10-06 17:45:00,450.0,44.0
2016-10-06 18:00:00,450.0,44.0
2016-10-06 18:15:00,450.0,44.0
2016-10-06 18:30:00,450.0,44.0
2016-10-06 18:45:00,450.0,44.0
2016-10-06 19:00:00,450.0,44.0
2016-10-06 19:15:00,450.0,44.0
2016-10-06 19:30:00,450.0,44.0
2016-10-06 19:45:00,450.0,44.0
2016-10-06 20:00:00,450.0,44.0
2016-10-06 20:15:00,450.0,44.0
2016-10-06 20:30:00,450.0,44.0
2016-10-06 20:45:00,450.0,44.0
2016-10-06 21:00:00,450.0,44.0
2016-10-06 21:15:00,450.0,44.0
2016-10-06 21:30:00,450.0,44.0
2016-10-06 21:45:00,450.0,44.0
2016-10-06 22:00:00,450.0,44.0
2016-10-06 22:15:00,450.0,44.0
2016-10-06 22:30:00,450.0,44.0
2016-10-06 22:45:00,450.0,44.0
2016-10-06 23:00:00,450.0,44.0
2016-10-06 23:15:00,450.0,44.0
2016-10-06 23:30:00,450.0,44.0
2016-10-06 23:45:00,450.0,44.0
2016-10-07 00:00:00,450.0,44.0
2016-10-07 00:15:00,450.0,44.0
2016-10-07 00:30:00,450.0,44.0
2016-10-07 00:45:00,450.0,44.0
2016-10-07 01:00:00,450.0,44.0
2016-10-07 01:15:00,450.0,44.0
2016-10-07 01:30:00,450.0,44.0
2016-10-07 01:45:00,450.0,44.0
2016-10-07 02:00:00,450.0,44.0
2016-10-07 02:15:00,450.0,44.0
2016-10-07 02:30:00,450.0,44.0
2016-10-07 02:45:00,450.0,44.0
2016-10-07 03:00:00,450.0,44.0
2016-10-07 03:15:00,450.0,44.0
2016-10-07 03:30:00,450.0,44.0
2016-10-07 03:45:00,450.0,44.0
2016-10-07 04:00:00,450.0,44.0
2016-10-07 04:15:00,450.0,44.0
2016-10-07 04:30:00,450.0,44.0
2016-10-07 04:45:00,450.0,44.0
2016-10-07 05:00:00,450.0,44.0
2016-10-07 05:15:00,450.0,44.0
2016-10-07 05:30:00,450.0,44.0
2016-10-07 05:45:00,450.0,44.0
2016-10-07 06:00:00,450.0,44.0
2016-10-07 06:15:00,450.0,44.0
2016-10-07 06:30:00,450.0,44.0
2016-10-07 06:45:00,450.0,44.0
2016-10-07 07:00:00,450.0,44.0
2016-10-07 07:15:00,450.0,44.0
2016-10-07 07:30:00,450.0,44.0
2016-10-07 07:45:00,1409.7391304347825,332.82608695652175
2016-10-07 08:00:00,1409.7391304347825,332.82608695652175
2016-10-07 08:15:00,450.0,48.0
2016-10-07 08:30:00,1409.7391304347825,404.04347826086956
2016-10-07 08:45:00,1369.75,482.0
2016-10-07 09:00:00,1369.75,482.0
2016-10-07 09:15:00,1369.75,534.7916666666666
2016-10-07 09:30:00,1369.75,534.7916666666666
2016-10-07 09:45:00,1369.75,581.9166666666666
2016-10-07 10:00:00,1369.75,619.5833333333334
2016-10-07 10:15:00,1369.75,619.5833333333334
2016-10-07 10:30:00,1369.75,619.5833333333334
2016-10-07 10:45:00,1369.75,640.625
2016-10-07 11:00:00,1369.75,653.1666666666666
2016-10-07 11:15:00,1369.75,653.1666666666666
2016-10-07 11:30:00,1369.75,653.1666666666666
2016-10-07 11:45:00,1369.75,668.9583333333334
2016-10-07 12:00:00,1369.75,668.9583333333334
2016-10-07 12:15:00,1369.75,668.7916666666666
2016-10-07 12:30:00,1369.75,668.7916666666666
2016-10-07 12:45:00,1369.75,669.625
2016-10-07 13:00:00,1369.75,669.625
2016-10-07 13:15:00,492.5,321.0
2016-10-07 13:30:00,1449.5,689.2727272727273
2016-10-07 13:45:00,485.0,279.0
2016-10-07 14:00:00,1408.2173913043478,663.6521739130435
2016-10-07 14:15:00,485.0,281.0
2016-10-07 14:30:00,1408.2173913043478,643.6521739130435
2016-10-07 14:45:00,1369.75,598.2916666666666
2016-10-07 15:00:00,1369.75,598.2916666666666
2016-10-07 15:15:00,600.0,377.0
2016-10-07 15:30:00,1403.2173913043478,584.7826086956521
2016-10-07 15:45:00,1369.75,542.2916666666666
2016-10-07 16:00:00,1369.75,492.1666666666667
2016-10-07 16:15:00,1369.75,492.1666666666667
2016-10-07 16:30:00,1369.75,492.1666666666667
2016-10-07 16:45:00,450.0,35.0
2016-10-07 17:00:00,450.0,35.0
2016-10-07 17:15:00,450.0,35.0
2016-10-07 17:30:00,450.0,35.0
2016-10-07 17:45:00,450.0,35.0
2016-10-07 18:00:00,450.0,35.0
2016-10-07 18:15:00,450.0,35.0
2016-10-07 18:30:00,450.0,35.0
2016-10-07 18:45:00,450.0,35.0
2016-10-07 19:00:00,450.0,35.0
2016-10-07 19:15:00,450.0,35.0
2016-10-07 19:30:00,450.0,35.0
2016-10-07 19:45:00,450.0,35.0
2016-10-07 20:00:00,450.0,35.0
2016-10-07 20:15:00,450.0,35.0
2016-10-07 20:30:00,450.0,35.0
2016-10-07 20:45:00,450.0,35.0
2016-10-07 21:00:00,450.0,35.0
2016-10-07 21:15:00,450.0,35.0
2016-10-07 21:30:00,450.0,35.0
2016-10-07 21:45:00,450.0,35.0
2016-10-07 22:00:00,450.0,35.0
2016-10-07 22:15:00,450.0,35.0
2016-10-07 22:30:00,450.0,35.0
2016-10-07 22:45:00,450.0,35.0
2016-10-07 23:00:00,450.0,35.0
2016-10-07 23:15:00,450.0,35.0
2016-10-07 23:30:00,450.0,35.0
2016-10-07 23:45:00,450.0,35.0
2016-10-08 00:00:00,450.0,35.0
2016-10-08 00:15:00,450.0,35.0
2016-10-08 00:30:00,450.0,35.0
2016-10-08 00:45:00,450.0,35.0
2016-10-08 01:00:00,450.0,35.0
2016-10-08 01:15:00,450.0,35.0
2016-10-08 01:30:00,450.0,35.0
2016-10-08 01:45:00,450.0,35.0
2016-10-08 02:00:00,450.0,35.0
2016-10-08 02:15:00,450.0,35.0
2016-10-08 02:30:00,450.0,35.0
2016-10-08 02:45:00,450.0,35.0
2016-10-08 03:00:00,450.0,35.0
2016-10-08 03:15:00,450.0,35.0
2016-10-08 03:30:00,450.0,35.0
2016-10-08 03:45:00,450.0,35.0
2016-10-08 04:00:00,450.0,35.0
2016-10-08 04:15:00,450.0,35.0
2016-10-08 04:30:00,450.0,35.0
2016-10-08 04:45:00,450.0,35.0
2016-10-08 05:00:00,450.0,35.0
2016-10-08 05:15:00,450.0,35.0
2016-10-08 05:30:00,450.0,35.0
2016-10-08 05:45:00,450.0,35.0
2016-10-08 06:00:00,450.0,35.0
2016-10-08 06:15:00,450.0,35.0
2016-10-08 06:30:00,450.0,35.0
2016-10-08 06:45:00,450.0,35.0
2016-10-08 07:00:00,450.0,35.0
2016-10-08 07:15:00,450.0,35.0
2016-10-08 07:30:00,450.0,35.0
2016-10-08 07:45:00,1451.090909090909,238.3181818181818
2016-10-08 08:00:00,450.0,37.0
2016-10-08 08:15:00,450.0,37.0
2016-10-08 08:30:00,1451.090909090909,251.95454545454547
2016-10-08 08:45:00,1407.5652173913043,266.8695652173913
2016-10-08 09:00:00,1407.5652173913043,293.95652173913044
2016-10-08 09:15:00,1407.5652173913043,293.95652173913044
2016-10-08 09:30:00,1407.5652173913043,293.95652173913044
2016-10-08 09:45:00,1407.5652173913043,330.4347826086956
2016-10-08 10:00:00,1407.5652173913043,330.4347826086956
2016-10-08 10:15:00,1407.5652173913043,355.39130434782606
2016-10-08 10:30:00,1407.5652173913043,355.39130434782606
2016-10-08 10:45:00,1407.5652173913043,376.6521739130435
2016-10-08 11:00:00,1407.5652173913043,402.69565217391306
2016-10-08 11:15:00,1407.5652173913043,402.69565217391306
2016-10-08 11:30:00,1407.5652173913043,402.69565217391306
2016-10-08 11:45:00,600.0,192.0
2016-10-08 12:00:00,1444.2727272727273,446.0
2016-10-08 12:15:00,485.0,212.0
2016-10-08 12:30:00,1449.5,470.59090909090907
2016-10-08 12:45:00,1407.5652173913043,495.39130434782606
2016-10-08 13:00:00,1407.5652173913043,495.39130434782606
2016-10-08 13:15:00,1407.5652173913043,515.0869565217391
2016-10-08 13:30:00,1407.5652173913043,515.0869565217391
2016-10-08 13:45:00,1407.5652173913043,543.6086956521739
2016-10-08 14:00:00,1407.5652173913043,543.6086956521739
2016-10-08 14:15:00,1407.5652173913043,558.3478260869565
2016-10-08 14:30:00,1407.5652173913043,558.3478260869565
2016-10-08 14:45:00,1407.5652173913043,564.8695652173913
2016-10-08 15:00:00,1407.5652173913043,565.4347826086956
2016-10-08 15:15:00,1407.5652173913043,565.4347826086956
2016-10-08 15:30:00,1407.5652173913043,565.4347826086956
2016-10-08 15:45:00,485.0,275.0
2016-10-08 16:00:00,1449.5,560.5
2016-10-08 16:15:00,1407.5652173913043,521.4347826086956
2016-10-08 16:30:00,1407.5652173913043,521.4347826086956
2016-10-08 16:45:00,1259.0454545454545,194.86363636363637
2016-10-08 17:00:00,1259.0454545454545,194.86363636363637
2016-10-08 17:15:00,1259.0454545454545,194.86363636363637
2016-10-08 17:30:00,1259.0454545454545,194.86363636363637
2016-10-08 17:45:00,1259.0454545454545,194.86363636363637
2016-10-08 18:00:00,1259.0454545454545,194.86363636363637
2016-10-08 18:15:00,1259.0454545454545,194.86363636363637
2016-10-08 18:30:00,1259.0454545454545,194.86363636363637
2016-10-08 18:45:00,1259.0454545454545,194.86363636363637
2016-10-08 19:00:00,1259.0454545454545,194.86363636363637
2016-10-08 19:15:00,1259.0454545454545,194.86363636363637
2016-10-08 19:30:00,1259.0454545454545,194.86363636363637
2016-10-08 19:45:00,1259.0454545454545,194.86363636363637
2016-10-08 20:00:00,1259.0454545454545,194.86363636363637
2016-10-08 20:15:00,1259.0454545454545,194.86363636363637
2016-10-08 20:30:00,1259.0454545454545,194.86363636363637
2016-10-08 20:45:00,1259.0454545454545,194.86363636363637
2016-10-08 21:00:00,1259.0454545454545,194.86363636363637
2016-10-08 21:15:00,1259.0454545454545,194.86363636363637
2016-10-08 21:30:00,1259.0454545454545,194.86363636363637
2016-10-08 21:45:00,1259.0454545454545,194.86363636363637
2016-10-08 22:00:00,1259.0454545454545,194.86363636363637
2016-10-08 22:15:00,1259.0454545454545,194.86363636363637
2016-10-08 22:30:00,1259.0454545454545,194.86363636363637
2016-10-08 22:45:00,1259.0454545454545,194.86363636363637
2016-10-08 23:00:00,1259.0454545454545,194.86363636363637
2016-10-08 23:15:00,1259.0454545454545,194.86363636363637
2016-10-08 23:30:00,1259.0454545454545,194.86363636363637
2016-10-08 23:45:00,1259.0454545454545,194.86363636363637
2016-10-09 00:00:00,1259.0454545454545,194.86363636363637
2016-10-09 00:15:00,1259.0454545454545,194.86363636363637
2016-10-09 00:30:00,1259.0454545454545,194.86363636363637
2016-10-09 00:45:00,1259.0454545454545,194.86363636363637
2016-10-09 01:00:00,1259.0454545454545,194.86363636363637
2016-10-09 01:15:00,1259.0454545454545,194.86363636363637
2016-10-09 01:30:00,1259.0454545454545,194.86363636363637
2016-10-09 01:45:00,1259.0454545454545,194.86363636363637
2016-10-09 02:00:00,1259.0454545454545,194.86363636363637
2016-10-09 02:15:00,1259.0454545454545,194.86363636363637
2016-10-09 02:30:00,1259.0454545454545,194.86363636363637
2016-10-09 02:45:00,1259.0454545454545,194.86363636363637
2016-10-09 03:00:00,1259.0454545454545,194.86363636363637
2016-10-09 03:15:00,1259.0454545454545,194.86363636363637
2016-10-09 03:30:00,1259.0454545454545,194.86363636363637
2016-10-09 03:45:00,1259.0454545454545,194.86363636363637
2016-10-09 04:00:00,1259.0454545454545,194.86363636363637
2016-10-09 04:15:00,1259.0454545454545,194.86363636363637
2016-10-09 04:30:00,1259.0454545454545,194.86363636363637
2016-10-09 04:45:00,1259.0454545454545,194.86363636363637
2016-10-09 05:00:00,1259.0454545454545,194.86363636363637
2016-10-09 05:15:00,1259.0454545454545,194.86363636363637
2016-10-09 05:30:00,1259.0454545454545,194.86363636363637
2016-10-09 05:45:00,1259.0454545454545,194.86363636363637
2016-10-09 06:00:00,1259.0454545454545,194.86363636363637
2016-10-09 06:15:00,1259.0454545454545,194.86363636363637
2016-10-09 06:30:00,1259.0454545454545,194.86363636363637
2016-10-09 06:45:00,1259.0454545454545,194.86363636363637
2016-10-09 07:00:00,1259.0454545454545,194.86363636363637
2016-10-09 07:15:00,1259.0454545454545,194.86363636363637
2016-10-09 07:30:00,1259.0454545454545,194.86363636363637
2016-10-09 07:45:00,1259.0454545454545,194.86363636363637
2016-10-09 08:00:00,1259.0454545454545,194.86363636363637
2016-10-09 08:15:00,542.5,206.0
2016-10-09 08:30:00,1330.7,190.1
2016-10-09 08:45:00,551.6666666666666,152.33333333333334
2016-10-09 09:00:00,1370.7368421052631,204.94736842105263
2016-10-09 09:15:00,511.6666666666667,146.33333333333334
2016-10-09 09:30:00,1377.0526315789473,218.26315789473685
2016-10-09 09:45:00,1259.0454545454545,214.45454545454547
2016-10-09 10:00:00,660.0,184.0
2016-10-09 10:15:00,660.0,184.0
2016-10-09 10:30:00,1318.95,238.85
2016-10-09 10:45:00,1259.0454545454545,259.6363636363636
2016-10-09 11:00:00,1259.0454545454545,259.6363636363636
2016-10-09 11:15:00,1259.0454545454545,284.54545454545456
2016-10-09 11:30:00,1259.0454545454545,284.54545454545456
2016-10-09 11:45:00,1259.0454545454545,302.6363636363636
2016-10-09 12:00:00,600.0,109.0
2016-10-09 12:15:00,600.0,109.0
2016-10-09 12:30:00,1290.4285714285713,332.3809523809524
2016-10-09 12:45:00,1259.0454545454545,337.8636363636364
2016-10-09 13:00:00,1259.0454545454545,337.8636363636364
2016-10-09 13:15:00,1259.0454545454545,344.1818181818182
2016-10-09 13:30:00,1259.0454545454545,344.1818181818182
2016-10-09 13:45:00,600.0,103.0
2016-10-09 14:00:00,1290.4285714285713,367.04761904761904
2016-10-09 14:15:00,600.0,99.0
2016-10-09 14:30:00,1290.4285714285713,369.4761904761905
2016-10-09 14:45:00,1259.0454545454545,351.77272727272725
2016-10-09 15:00:00,1259.0454545454545,351.77272727272725
2016-10-09 15:15:00,600.0,91.0
2016-10-09 15:30:00,1290.4285714285713,348.14285714285717
2016-10-09 15:45:00,1259.0454545454545,314.09090909090907
2016-10-09 16:00:00,1259.0454545454545,314.09090909090907
2016-10-09 16:15:00,1259.0454545454545,290.27272727272725
2016-10-09 16:30:00,1259.0454545454545,290.27272727272725
2016-10-09 16:45:00,450.0,14.0
2016-10-09 17:00:00,450.0,14.0
2016-10-09 17:15:00,450.0,14.0
2016-10-09 17:30:00,450.0,14.0
2016-10-09 17:45:00,450.0,14.0
2016-10-09 18:00:00,450.0,14.0
2016-10-09 18:15:00,450.0,14.0
2016-10-09 18:30:00,450.0,14.0
2016-10-09 18:45:00,450.0,14.0
2016-10-09 19:00:00,450.0,14.0
2016-10-09 19:15:00,450.0,14.0
2016-10-09 19:30:00,450.0,14.0
2016-10-09 19:45:00,450.0,14.0
2016-10-09 20:00:00,450.0,14.0
2016-10-09 20:15:00,450.0,14.0
2016-10-09 20:30:00,450.0,14.0
2016-10-09 20:45:00,450.0,14.0
2016-10-09 21:00:00,450.0,14.0
2016-10-09 21:15:00,450.0,14.0
2016-10-09 21:30:00,450.0,14.0
2016-10-09 21:45:00,450.0,14.0
2016-10-09 22:00:00,450.0,14.0
2016-10-09 22:15:00,450.0,14.0
2016-10-09 22:30:00,450.0,14.0
2016-10-09 22:45:00,450.0,14.0
2016-10-09 23:00:00,450.0,14.0
2016-10-09 23:15:00,450.0,14.0
2016-10-09 23:30:00,450.0,14.0
2016-10-09 23:45:00,450.0,14.0
2016-10-10 00:00:00,450.0,14.0
2016-10-10 00:15:00,450.0,14.0
2016-10-10 00:30:00,450.0,14.0
2016-10-10 00:45:00,450.0,14.0
2016-10-10 01:00:00,450.0,14.0
2016-10-10 01:15:00,450.0,14.0
2016-10-10 01:30:00,450.0,14.0
2016-10-10 01:45:00,450.0,14.0
2016-10-10 02:00:00,450.0,14.0
2016-10-10 02:15:00,450.0,14.0
2016-10-10 02:30:00,450.0,14.0
2016-10-10 02:45:00,450.0,14.0
2016-10-10 03:00:00,450.0,14.0
2016-10-10 03:15:00,450.0,14.0
2016-10-10 03:30:00,450.0,14.0
2016-10-10 03:45:00,450.0,14.0
2016-10-10 04:00:00,450.0,14.0
2016-10-10 04:15:00,450.0,14.0
2016-10-10 04:30:00,450.0,14.0
2016-10-10 04:45:00,450.0,14.0
2016-10-10 05:00:00,450.0,14.0
2016-10-10 05:15:00,450.0,14.0
