LastUpdated,Capacity,Occupancy,rownum,cubic_fill
2016-10-08 05:15:00,,,374,-8298.743728130527
2016-10-08 05:30:00,,,375,-7655.174409341751
2016-10-08 05:45:00,,,376,-6935.319916624986
2016-10-08 06:00:00,,,377,-6136.676040484711
2016-10-08 06:15:00,,,378,-5256.7385714254015
2016-10-08 06:30:00,,,379,-4293.003299951535
2016-10-08 06:45:00,,,380,-3242.9660165675864
2016-10-08 07:00:00,,,381,-2104.1225117780295
2016-10-08 07:15:00,,,382,-873.9685760873426
2016-10-08 07:30:00,450.0,35.0,383,450.0
2016-10-08 07:45:00,1451.090909090909,238.3181818181818,384,1451.0909090909088
2016-10-08 08:00:00,,,385,880.6345625372641
2016-10-08 08:15:00,450.0,37.0,386,449.99999999999994
2016-10-08 08:30:00,1451.090909090909,251.95454545454547,387,1451.090909090909
2016-10-08 08:45:00,1407.5652173913043,266.8695652173913,388,1407.5652173913043
2016-10-08 09:00:00,,,389,1256.2470683115152
2016-10-08 09:15:00,,,390,1310.9601215158807
2016-10-08 09:30:00,1407.5652173913043,293.95652173913044,391,1407.5652173913043
2016-10-08 09:45:00,,,392,1424.1319861607346
2016-10-08 10:00:00,1407.5652173913043,330.4347826086956,393,1407.5652173913043
2016-10-08 10:15:00,,,394,1418.9884695540327
2016-10-08 10:30:00,1407.5652173913043,355.39130434782606,395,1407.565217391304
2016-10-08 10:45:00,1407.5652173913043,376.6521739130435,396,1407.5652173913043
2016-10-08 11:00:00,,,397,1706.1073480248517
2016-10-08 11:15:00,,,398,1905.2624355239257
2016-10-08 11:30:00,1407.5652173913043,402.69565217391306,399,1407.5652173913045
2016-10-08 11:45:00,600.0,192.0,400,600.0
2016-10-08 12:00:00,1444.2727272727273,446.0,401,1444.2727272727273
2016-10-08 12:15:00,485.0,212.0,402,485.0
2016-10-08 12:30:00,1449.5,470.59090909090907,403,1449.5
2016-10-08 12:45:00,,,404,1776.6108801190596
2016-10-08 13:00:00,1407.5652173913043,495.39130434782606,405,1407.5652173913043
2016-10-08 13:15:00,,,406,1311.2602650981426
2016-10-08 13:30:00,1407.5652173913043,515.0869565217391,407,1407.5652173913043
2016-10-08 13:45:00,,,408,1428.981211662283
2016-10-08 14:00:00,1407.5652173913043,543.6086956521739,409,1407.5652173913045
2016-10-08 14:15:00,,,410,1418.206192600552
2016-10-08 14:30:00,1407.5652173913043,558.3478260869565,411,1407.5652173913043
2016-10-08 14:45:00,1407.5652173913043,564.8695652173913,412,1407.5652173913043
2016-10-08 15:00:00,,,413,1714.0301942614503
2016-10-08 15:15:00,,,414,1918.6062286949239
2016-10-08 15:30:00,1407.5652173913043,565.4347826086956,415,1407.5652173913045
2016-10-08 15:45:00,485.0,275.0,416,485.0
2016-10-08 16:00:00,1449.5,560.5,417,1449.4999999999998
2016-10-08 16:15:00,,,418,1811.2781188146396
2016-10-08 16:30:00,1407.5652173913043,521.4347826086956,419,1407.5652173913043
2016-10-08 16:45:00,,,420,936.3914875735263
2016-10-08 17:00:00,,,421,535.1792972956589
2016-10-08 17:15:00,,,422,201.1990585147583
2016-10-08 17:30:00,,,423,-68.27881681211879
2016-10-08 17:45:00,,,424,-275.9839167279161
2016-10-08 18:00:00,,,425,-424.6458292755749
2016-10-08 18:15:00,,,426,-516.9941424980415
2016-10-08 18:30:00,,,427,-555.7584444382566
2016-10-08 18:45:00,,,428,-543.6683231391648
2016-10-08 19:00:00,,,429,-483.4533666437081
2016-10-08 19:15:00,,,430,-377.8431629948307
2016-10-08 19:30:00,,,431,-229.56730023547678
2016-10-08 19:45:00,,,432,-41.35536640858732
2016-10-08 20:00:00,,,433,184.0630504428929
2016-10-08 20:15:00,,,434,443.9583622760209
2016-10-08 20:30:00,,,435,735.6009810478538
2016-10-08 20:45:00,,,436,1056.2613187154464
2016-10-08 21:00:00,,,437,1403.2097872358593
2016-10-08 21:15:00,,,438,1773.716798566145
2016-10-08 21:30:00,,,439,2165.052764663365
2016-10-08 21:45:00,,,440,2574.4880974845723
2016-10-08 22:00:00,,,441,2999.293208986826
2016-10-08 22:15:00,,,442,3436.7385111271783
2016-10-08 22:30:00,,,443,3884.0944158626908
2016-10-08 22:45:00,,,444,4338.631335150419
2016-10-08 23:00:00,,,445,4797.619680947419
2016-10-08 23:15:00,,,446,5258.3298652107505
2016-10-08 23:30:00,,,447,5718.032299897463
2016-10-08 23:45:00,,,448,6173.997396964621
2016-10-09 00:00:00,,,449,6623.495568369279
2016-10-09 00:15:00,,,450,7063.797226068491
2016-10-09 00:30:00,,,451,7492.172782019317
2016-10-09 00:45:00,,,452,7905.892648178809
2016-10-09 01:00:00,,,453,8302.22723650403
2016-10-09 01:15:00,,,454,8678.446958952034
2016-10-09 01:30:00,,,455,9031.822227479875
2016-10-09 01:45:00,,,456,9359.623454044617
2016-10-09 02:00:00,,,457,9659.12105060331
2016-10-09 02:15:00,,,458,9927.585429113013
2016-10-09 02:30:00,,,459,10162.287001530782
2016-10-09 02:45:00,,,460,10360.496179813674
2016-10-09 03:00:00,,,461,10519.48337591875
2016-10-09 03:15:00,,,462,10636.519001803059
2016-10-09 03:30:00,,,463,10708.873469423663
2016-10-09 03:45:00,,,464,10733.81719073762
2016-10-09 04:00:00,,,465,10708.62057770198
2016-10-09 04:15:00,,,466,10630.554042273803
2016-10-09 04:30:00,,,467,10496.887996410149
2016-10-09 04:45:00,,,468,10304.892852068075
2016-10-09 05:00:00,,,469,10051.839021204632
2016-10-09 05:15:00,,,470,9734.996915776881
2016-10-09 05:30:00,,,471,9351.636947741876
2016-10-09 05:45:00,,,472,8899.02952905668
2016-10-09 06:00:00,,,473,8374.44507167834
2016-10-09 06:15:00,,,474,7775.153987563921
2016-10-09 06:30:00,,,475,7098.426688670477
2016-10-09 06:45:00,,,476,6341.533586955064
2016-10-09 07:00:00,,,477,5501.745094374736
2016-10-09 07:15:00,,,478,4576.331622886558
2016-10-09 07:30:00,,,479,3562.5635844475787
2016-10-09 07:45:00,,,480,2457.7113910148596
2016-10-09 08:00:00,1259.0454545454545,194.86363636363637,481,1259.0454545454547
2016-10-09 08:15:00,542.5,206.0,482,542.5
2016-10-09 08:30:00,1330.7,190.1,483,1330.7
2016-10-09 08:45:00,551.6666666666666,152.33333333333334,484,551.6666666666666
2016-10-09 09:00:00,1370.7368421052631,204.94736842105263,485,1370.7368421052631
2016-10-09 09:15:00,511.6666666666667,146.33333333333334,486,511.6666666666667
2016-10-09 09:30:00,1377.0526315789473,218.26315789473685,487,1377.052631578947
2016-10-09 09:45:00,1259.0454545454545,214.45454545454547,488,1259.0454545454543
2016-10-09 10:00:00,,,489,704.134600063715
2016-10-09 10:15:00,660.0,184.0,490,660.0
2016-10-09 10:30:00,1318.95,238.85,491,1318.95
2016-10-09 10:45:00,,,492,1468.2193259318024
2016-10-09 11:00:00,1259.0454545454545,259.6363636363636,493,1259.0454545454547
2016-10-09 11:15:00,,,494,1182.4596118337208
2016-10-09 11:30:00,1259.0454545454545,284.54545454545456,495,1259.0454545454545
2016-10-09 11:45:00,1259.0454545454545,302.6363636363636,496,1259.0454545454545
