Capacity,Occupancy,rownum,linear_fill
,,97,182.5625
450.0,45.0,98,45.0
1409.7391304347825,423.6521739130435,99,423.6521739130435
450.0,49.0,100,49.0
1409.7391304347825,532.304347826087,101,532.304347826087
,,102,563.4646739130435
1369.75,594.625,103,594.625
,,104,636.1666666666667
1369.75,677.7083333333334,105,677.7083333333334
,,106,697.75
1369.75,717.7916666666666,107,717.7916666666666
450.0,87.0,108,87.0
1409.7391304347825,773.3913043478261,109,773.3913043478261
,,110,762.7164855072464
1369.75,752.0416666666666,111,752.0416666666666
,,112,756.5833333333333
1369.75,761.125,113,761.125
485.0,376.0,114,376.0
1408.2173913043478,779.4782608695652,115,779.4782608695652
1369.75,761.125,116,761.125
,,117,759.6527777777778
,,118,758.1805555555555
1369.75,756.7083333333334,119,756.7083333333334
1369.75,752.4583333333334,120,752.4583333333334
,,121,745.9722222222223
,,122,739.4861111111111
1369.75,733.0,123,733.0
1369.75,705.9166666666666,124,705.9166666666666
,,125,690.7083333333333
,,126,675.5
1369.75,660.2916666666666,127,660.2916666666666
485.0,316.0,128,316.0
1408.2173913043478,631.0,129,631.0
,,130,593.0208333333333
1369.75,555.0416666666666,131,555.0416666666666
,,132,551.2103825136612
,,133,547.3790983606557
,,134,543.5478142076503
,,135,539.7165300546447
,,136,535.8852459016393
,,137,532.0539617486338
,,138,528.2226775956284
,,139,524.3913934426229
,,140,520.5601092896175
,,141,516.7288251366119
,,142,512.8975409836065
,,143,509.06625683060105
,,144,505.2349726775956
,,145,501.4036885245901
,,146,497.57240437158464
,,147,493.7411202185792
,,148,489.90983606557376
,,149,486.0785519125683
,,150,482.2472677595628
,,151,478.41598360655735
,,152,474.5846994535519
,,153,470.7534153005464
,,154,466.92213114754094
,,155,463.09084699453547
,,156,459.25956284153006
,,157,455.4282786885246
,,158,451.5969945355191
,,159,447.76571038251365
,,160,443.9344262295082
,,161,440.1031420765027
,,162,436.27185792349724
,,163,432.44057377049177
,,164,428.6092896174863
,,165,424.7780054644809
,,166,420.94672131147536
,,167,417.11543715846994
,,168,413.2841530054645
,,169,409.452868852459
,,170,405.62158469945354
,,171,401.79030054644807
,,172,397.9590163934426
,,173,394.1277322404371
,,174,390.2964480874317
,,175,386.4651639344262
,,176,382.6338797814208
,,177,378.80259562841525
,,178,374.97131147540983
,,179,371.14002732240436
,,180,367.3087431693989
,,181,363.4774590163934
,,182,359.64617486338796
,,183,355.81489071038254
,,184,351.983606557377
,,185,348.1523224043716
,,186,344.3210382513661
,,187,340.48975409836066
,,188,336.6584699453552
,,189,332.8271857923497
,,190,328.99590163934425
,,191,325.1646174863388
1369.75,321.3333333333333,192,321.3333333333333
450.0,50.0,193,50.0
,,194,234.65217391304347
1409.7391304347825,419.30434782608694,195,419.30434782608694
1369.75,485.625,196,485.625
,,197,272.8125
450.0,60.0,198,60.0
1409.7391304347825,589.8260869565217,199,589.8260869565217
,,200,612.8297101449275
1369.75,635.8333333333334,201,635.8333333333334
,,202,656.7291666666667
1369.75,677.625,203,677.625
1369.75,705.0,204,705.0
,,205,404.5
450.0,104.0,206,104.0
1409.7391304347825,754.695652173913,207,754.695652173913
,,208,750.6186594202898
1369.75,746.5416666666666,209,746.5416666666666
485.0,343.0,210,343.0
1408.2173913043478,772.1739130434783,211,772.1739130434783
1369.75,746.0416666666666,212,746.0416666666666
,,213,744.3333333333333
,,214,742.625
1369.75,740.9166666666666,215,740.9166666666666
1369.75,738.5,216,738.5
,,217,592.75
500.0,447.0,218,447.0
1407.5652173913043,722.8260869565217,219,722.8260869565217
,,220,704.4130434782609
1369.75,686.0,221,686.0
,,222,669.1041666666667
1369.75,652.2083333333334,223,652.2083333333334
,,224,630.9375
1369.75,609.6666666666666,225,609.6666666666666
,,226,582.2291666666666
1369.75,554.7916666666666,227,554.7916666666666
,,228,546.2784722222221
,,229,537.7652777777778
,,230,529.2520833333333
,,231,520.7388888888888
,,232,512.2256944444445
,,233,503.7125
,,234,495.1993055555555
,,235,486.6861111111111
,,236,478.17291666666665
,,237,469.6597222222222
,,238,461.14652777777775
,,239,452.6333333333333
,,240,444.12013888888885
,,241,435.6069444444444
,,242,427.09375
,,243,418.5805555555555
,,244,410.06736111111104
,,245,401.5541666666666
,,246,393.0409722222222
,,247,384.5277777777777
,,248,376.0145833333333
,,249,367.50138888888887
,,250,358.9881944444444
,,251,350.47499999999997
,,252,341.96180555555554
,,253,333.44861111111106
,,254,324.93541666666664
,,255,316.4222222222222
,,256,307.90902777777774
,,257,299.3958333333333
,,258,290.88263888888883
,,259,282.3694444444444
,,260,273.85625
,,261,265.3430555555555
,,262,256.8298611111111
,,263,248.3166666666666
,,264,239.80347222222218
,,265,231.29027777777776
,,266,222.77708333333328
,,267,214.26388888888886
,,268,205.75069444444443
,,269,197.23749999999995
,,270,188.72430555555553
,,271,180.2111111111111
,,272,171.69791666666663
,,273,163.1847222222222
,,274,154.67152777777773
,,275,146.1583333333333
,,276,137.64513888888888
,,277,129.1319444444444
,,278,120.61874999999998
,,279,112.1055555555555
,,280,103.59236111111107
,,281,95.07916666666665
,,282,86.56597222222217
,,283,78.05277777777775
,,284,69.53958333333333
,,285,61.026388888888846
,,286,52.51319444444442
450.0,44.0,287,44.0
,,288,188.41304347826087
1409.7391304347825,332.82608695652175,289,332.82608695652175
450.0,48.0,290,48.0
1409.7391304347825,404.04347826086956,291,404.04347826086956
,,292,443.02173913043475
1369.75,482.0,293,482.0
,,294,508.3958333333333
1369.75,534.7916666666666,295,534.7916666666666
1369.75,581.9166666666666,296,581.9166666666666
,,297,594.4722222222222
,,298,607.0277777777778
1369.75,619.5833333333334,299,619.5833333333334
1369.75,640.625,300,640.625
,,301,644.8055555555555
,,302,648.9861111111111
1369.75,653.1666666666666,303,653.1666666666666
,,304,661.0625
1369.75,668.9583333333334,305,668.9583333333334
,,306,668.875
1369.75,668.7916666666666,307,668.7916666666666
,,308,669.2083333333333
1369.75,669.625,309,669.625
492.5,321.0,310,321.0
1449.5,689.2727272727273,311,689.2727272727273
485.0,279.0,312,279.0
1408.2173913043478,663.6521739130435,313,663.6521739130435
485.0,281.0,314,281.0
1408.2173913043478,643.6521739130435,315,643.6521739130435
,,316,620.971920289855
1369.75,598.2916666666666,317,598.2916666666666
600.0,377.0,318,377.0
1403.2173913043478,584.7826086956521,319,584.7826086956521
1369.75,542.2916666666666,320,542.2916666666666
,,321,525.5833333333333
,,322,508.875
1369.75,492.1666666666667,323,492.1666666666667
,,324,484.5472222222222
,,325,476.9277777777778
,,326,469.30833333333334
,,327,461.6888888888889
,,328,454.06944444444446
,,329,446.45000000000005
,,330,438.8305555555556
,,331,431.2111111111111
,,332,423.5916666666667
,,333,415.97222222222223
,,334,408.3527777777778
,,335,400.73333333333335
,,336,393.11388888888894
,,337,385.49444444444447
,,338,377.875
,,339,370.2555555555556
,,340,362.6361111111111
,,341,355.01666666666665
,,342,347.39722222222224
,,343,339.7777777777778
,,344,332.15833333333336
,,345,324.5388888888889
,,346,316.9194444444445
,,347,309.3
,,348,301.68055555555554
,,349,294.06111111111113
,,350,286.4416666666667
,,351,278.82222222222225
,,352,271.2027777777778
,,353,263.58333333333337
,,354,255.9638888888889
,,355,248.34444444444446
,,356,240.72500000000002
,,357,233.10555555555555
,,358,225.48611111111114
,,359,217.86666666666667
,,360,210.24722222222226
,,361,202.6277777777778
,,362,195.00833333333333
,,363,187.3888888888889
,,364,179.76944444444445
,,365,172.15000000000003
,,366,164.53055555555557
,,367,156.91111111111115
,,368,149.29166666666669
,,369,141.67222222222222
,,370,134.0527777777778
,,371,126.43333333333334
,,372,118.81388888888893
,,373,111.19444444444446
,,374,103.57500000000005
,,375,95.95555555555558
,,376,88.33611111111111
,,377,80.7166666666667
,,378,73.09722222222223
,,379,65.47777777777782
,,380,57.85833333333335
,,381,50.23888888888888
,,382,42.61944444444447
450.0,35.0,383,35.0
1451.090909090909,238.3181818181818,384,238.3181818181818
,,385,137.6590909090909
450.0,37.0,386,37.0
1451.090909090909,251.95454545454547,387,251.95454545454547
1407.5652173913043,266.8695652173913,388,266.8695652173913
,,389,275.8985507246377
,,390,284.92753623188406
1407.5652173913043,293.95652173913044,391,293.95652173913044
,,392,312.195652173913
1407.5652173913043,330.4347826086956,393,330.4347826086956
,,394,342.9130434782609
1407.5652173913043,355.39130434782606,395,355.39130434782606
1407.5652173913043,376.6521739130435,396,376.6521739130435
,,397,385.33333333333337
,,398,394.0144927536232
1407.5652173913043,402.69565217391306,399,402.69565217391306
600.0,192.0,400,192.0
1444.2727272727273,446.0,401,446.0
485.0,212.0,402,212.0
1449.5,470.59090909090907,403,470.59090909090907
,,404,482.99110671936756
1407.5652173913043,495.39130434782606,405,495.39130434782606
,,406,505.2391304347826
1407.5652173913043,515.0869565217391,407,515.0869565217391
,,408,529.3478260869565
1407.5652173913043,543.6086956521739,409,543.6086956521739
,,410,550.9782608695652
1407.5652173913043,558.3478260869565,411,558.3478260869565
1407.5652173913043,564.8695652173913,412,564.8695652173913
,,413,565.0579710144928
,,414,565.2463768115941
1407.5652173913043,565.4347826086956,415,565.4347826086956
485.0,275.0,416,275.0
1449.5,560.5,417,560.5
,,418,540.9673913043478
1407.5652173913043,521.4347826086956,419,521.4347826086956
,,420,516.1675060563559
,,421,510.9002295040163
,,422,505.63295295167666
,,423,500.36567639933696
,,424,495.0983998469973
,,425,489.83112329465763
,,426,484.563846742318
,,427,479.2965701899783
,,428,474.02929363763866
,,429,468.76201708529896
,,430,463.4947405329593
,,431,458.22746398061963
,,432,452.96018742828
,,433,447.6929108759403
,,434,442.42563432360066
,,435,437.15835777126097
,,436,431.89108121892133
,,437,426.62380466658163
,,438,421.356528114242
,,439,416.0892515619023
,,440,410.82197500956266
,,441,405.55469845722297
,,442,400.28742190488333
,,443,395.02014535254364
,,444,389.752868800204
,,445,384.48559224786436
,,446,379.21831569552467
,,447,373.95103914318497
,,448,368.68376259084533
,,449,363.4164860385057
,,450,358.149209486166
,,451,352.8819329338263
,,452,347.61465638148667
,,453,342.34737982914703
,,454,337.08010327680734
,,455,331.81282672446764
,,456,326.545550172128
,,457,321.27827361978837
,,458,316.01099706744867
,,459,310.743720515109
,,460,305.47644396276934
,,461,300.2091674104297
,,462,294.94189085809
,,463,289.6746143057503
,,464,284.4073377534107
,,465,279.14006120107103
,,466,273.87278464873134
,,467,268.6055080963917
,,468,263.338231544052
,,469,258.07095499171237
,,470,252.80367843937267
,,471,247.53640188703304
,,472,242.26912533469334
,,473,237.0018487823537
,,474,231.734572230014
,,475,226.46729567767437
,,476,221.20001912533468
,,477,215.93274257299504
,,478,210.66546602065534
,,479,205.3981894683157
,,480,200.130912915976
1259.0454545454545,194.86363636363637,481,194.86363636363637
542.5,206.0,482,206.0
1330.7,190.1,483,190.1
551.6666666666666,152.33333333333334,484,152.33333333333334
1370.7368421052631,204.94736842105263,485,204.94736842105263
511.6666666666667,146.33333333333334,486,146.33333333333334
1377.0526315789473,218.26315789473685,487,218.26315789473685
1259.0454545454545,214.45454545454547,488,214.45454545454547
,,489,199.22727272727275
660.0,184.0,490,184.0
1318.95,238.85,491,238.85
,,492,249.24318181818182
1259.0454545454545,259.6363636363636,493,259.6363636363636
,,494,272.0909090909091
1259.0454545454545,284.54545454545456,495,284.54545454545456
1259.0454545454545,302.6363636363636,496,302.6363636363636
,,497,205.8181818181818
600.0,109.0,498,109.0
1290.4285714285713,332.3809523809524,499,332.3809523809524
,,500,335.1222943722944
1259.0454545454545,337.8636363636364,501,337.8636363636364
,,502,341.02272727272725
1259.0454545454545,344.1818181818182,503,344.1818181818182
600.0,103.0,504,103.0
1290.4285714285713,367.04761904761904,505,367.04761904761904
600.0,99.0,506,99.0
1290.4285714285713,369.4761904761905,507,369.4761904761905
,,508,360.62445887445887
1259.0454545454545,351.77272727272725,509,351.77272727272725
600.0,91.0,510,91.0
1290.4285714285713,348.14285714285717,511,348.14285714285717
,,512,331.1168831168831
1259.0454545454545,314.09090909090907,513,314.09090909090907
,,514,302.18181818181813
1259.0454545454545,290.27272727272725,515,290.27272727272725
,,516,285.7436661698957
,,517,281.21460506706404
,,518,276.68554396423247
,,519,272.1564828614009
,,520,267.62742175856926
,,521,263.0983606557377
,,522,258.5692995529061
,,523,254.0402384500745
,,524,249.5111773472429
,,525,244.98211624441132
,,526,240.4530551415797
,,527,235.9239940387481
,,528,231.39493293591653
,,529,226.86587183308492
,,530,222.33681073025332
,,531,217.80774962742174
,,532,213.27868852459017
,,533,208.74962742175856
,,534,204.22056631892696
,,535,199.69150521609538
,,536,195.16244411326377
,,537,190.63338301043217
,,538,186.1043219076006
,,539,181.575260804769
,,540,177.04619970193738
,,541,172.5171385991058
,,542,167.9880774962742
,,543,163.4590163934426
,,544,158.92995529061102
,,545,154.40089418777941
,,546,149.87183308494784
,,547,145.34277198211623
,,548,140.81371087928463
,,549,136.28464977645305
,,550,131.75558867362145
,,551,127.22652757078987
,,552,122.69746646795826
,,553,118.16840536512666
,,554,113.63934426229508
,,555,109.11028315946348
,,556,104.58122205663187
,,557,100.0521609538003
,,558,95.52309985096869
,,559,90.99403874813709
,,560,86.46497764530551
,,561,81.9359165424739
,,562,77.40685543964233
,,563,72.87779433681072
,,564,68.34873323397912
,,565,63.81967213114754
,,566,59.290611028315936
,,567,54.76154992548436
,,568,50.232488822652755
,,569,45.70342771982115
,,570,41.17436661698957
,,571,36.64530551415797
,,572,32.11624441132636
,,573,27.587183308494787
,,574,23.05812220566321
,,575,18.529061102831577
450.0,14.0,576,14.0
1409.7391304347825,282.82608695652175,577,282.82608695652175
,,578,311.7047101449275
1369.75,340.5833333333333,579,340.5833333333333
450.0,19.0,580,19.0
1409.7391304347825,460.04347826086956,581,460.04347826086956
,,582,487.64673913043475
1369.75,515.25,583,515.25
,,584,550.2083333333333
1369.75,585.1666666666666,585,585.1666666666666
450.0,36.0,586,36.0
1409.7391304347825,644.8695652173913,587,644.8695652173913
1369.75,640.5833333333334,588,640.5833333333334
,,589,641.708888888889
,,590,642.8344444444444
1334.36,643.96,591,643.96
1408.2173913043478,687.0434782608696,592,687.0434782608696
,,593,685.2373188405797
,,594,683.4311594202899
1369.75,681.625,595,681.625
,,596,684.9583333333333
1369.75,688.2916666666666,597,688.2916666666666
,,598,685.0208333333333
1369.75,681.75,599,681.75
,,600,678.9583333333333
1369.75,676.1666666666666,601,676.1666666666666
,,602,667.5416666666666
1369.75,658.9166666666666,603,658.9166666666666
1369.75,638.7083333333334,604,638.7083333333334
,,605,628.5277777777778
,,606,618.3472222222222
1369.75,608.1666666666666,607,608.1666666666666
1369.75,581.75,608,581.75
,,609,562.3333333333334
,,610,542.9166666666666
1369.75,523.5,611,523.5
,,612,520.0835483870968
,,613,516.6670967741935
,,614,513.2506451612903
,,615,509.8341935483871
,,616,506.4177419354839
,,617,503.00129032258064
,,618,499.5848387096774
,,619,496.1683870967742
,,620,492.75193548387097
,,621,489.3354838709677
,,622,485.91903225806453
,,623,482.5025806451613
,,624,479.08612903225804
,,625,475.66967741935485
,,626,472.2532258064516
,,627,468.83677419354837
,,628,465.4203225806452
,,629,462.00387096774193
,,630,458.58741935483874
,,631,455.1709677419355
,,632,451.75451612903225
,,633,448.33806451612907
,,634,444.9216129032258
,,635,441.5051612903226
,,636,438.0887096774194
,,637,434.67225806451614
,,638,431.2558064516129
,,639,427.8393548387097
,,640,424.42290322580646
,,641,421.0064516129032
,,642,417.59000000000003
,,643,414.1735483870968
,,644,410.75709677419354
,,645,407.34064516129035
,,646,403.9241935483871
,,647,400.50774193548386
,,648,397.0912903225807
,,649,393.67483870967743
,,650,390.2583870967742
,,651,386.841935483871
,,652,383.42548387096775
,,653,380.0090322580645
,,654,376.5925806451613
,,655,373.1761290322581
,,656,369.75967741935483
,,657,366.34322580645164
,,658,362.9267741935484
,,659,359.51032258064515
,,660,356.09387096774196
,,661,352.6774193548387
,,662,349.2609677419355
,,663,345.8445161290323
,,664,342.42806451612904
,,665,339.0116129032258
,,666,335.5951612903226
,,667,332.17870967741936
,,668,328.7622580645161
,,669,325.34580645161293
,,670,321.9293548387097
,,671,318.51290322580644
,,672,315.09645161290325
1332.96,311.68,673,311.68
,,674,358.7095652173913
1409.7391304347825,405.7391304347826,675,405.7391304347826
1369.75,468.25,676,468.25
,,677,253.625
450.0,39.0,678,39.0
1409.7391304347825,596.0434782608696,679,596.0434782608696
1369.75,642.8333333333334,680,642.8333333333334
,,681,661.6805555555555
,,682,680.5277777777778
1369.75,699.375,683,699.375
1369.75,726.0833333333334,684,726.0833333333334
,,685,561.5416666666667
485.0,397.0,686,397.0
1408.2173913043478,757.2608695652174,687,757.2608695652174
,,688,757.3596014492754
1369.75,757.4583333333334,689,757.4583333333334
,,690,760.0416666666667
1369.75,762.625,691,762.625
,,692,763.3125
1369.75,764.0,693,764.0
,,694,761.3541666666667
1369.75,758.7083333333334,695,758.7083333333334
,,696,754.1666666666667
1369.75,749.625,697,749.625
,,698,738.3541666666667
1369.75,727.0833333333334,699,727.0833333333334
600.0,529.0,700,529.0
1403.2173913043478,708.7826086956521,701,708.7826086956521
,,702,684.9746376811594
1369.75,661.1666666666666,703,661.1666666666666
,,704,641.1458333333333
1369.75,621.125,705,621.125
1369.75,567.0416666666666,706,567.0416666666666
,,707,563.131317277869
,,708,559.2209678890713
,,709,555.3106185002737
,,710,551.400269111476
,,711,547.4899197226783
,,712,543.5795703338806
,,713,539.669220945083
,,714,535.7588715562853
,,715,531.8485221674877
,,716,527.9381727786899
,,717,524.0278233898923
,,718,520.1174740010947
,,719,516.207124612297
,,720,512.2967752234994
,,721,508.38642583470164
,,722,504.476076445904
,,723,500.5657270571063
,,724,496.6553776683087
,,725,492.745028279511
,,726,488.83467889071335
,,727,484.9243295019157
,,728,481.013980113118
,,729,477.10363072432034
,,730,473.19328133552267
,,731,469.282931946725
,,732,465.37258255792733
,,733,461.4622331691297
,,734,457.551883780332
,,735,453.6415343915344
,,736,449.7311850027367
,,737,445.82083561393904
,,738,441.91048622514137
,,739,438.0001368363437
,,740,434.08978744754603
,,741,430.17943805874836
,,742,426.26908866995075
,,743,422.358739281153
,,744,418.4483898923554
,,745,414.5380405035577
,,746,410.62769111476007
,,747,406.7173417259624
,,748,402.80699233716473
,,749,398.89664294836706
,,750,394.9862935595694
,,751,391.0759441707717
,,752,387.16559478197405
,,753,383.25524539317644
,,754,379.3448960043787
,,755,375.4345466155811
,,756,371.5241972267834
,,757,367.61384783798576
,,758,363.7034984491881
,,759,359.7931490603904
,,760,355.88279967159275
,,761,351.9724502827951
,,762,348.0621008939974
,,763,344.15175150519974
,,764,340.2414021164021
,,765,336.3310527276044
,,766,332.4207033388068
,,767,328.51035395000906
,,768,324.60000456121145
1359.655172413793,320.6896551724138,769,320.6896551724138
,,770,364.1596424010217
1427.037037037037,407.6296296296296,771,407.6296296296296
,,772,447.58267195767195
1392.142857142857,487.5357142857143,773,487.5357142857143
1392.142857142857,552.2142857142857,774,552.2142857142857
,,775,579.9642857142857
,,776,607.7142857142857
1392.142857142857,635.4642857142857,777,635.4642857142857
,,778,666.0178571428571
1392.142857142857,696.5714285714286,779,696.5714285714286
720.0,645.0,780,645.0
1417.037037037037,741.1851851851852,781,741.1851851851852
,,782,752.4140211640212
1392.142857142857,763.6428571428571,783,763.6428571428571
,,784,775.6428571428571
1392.142857142857,787.6428571428571,785,787.6428571428571
,,786,793.8571428571429
1392.142857142857,800.0714285714286,787,800.0714285714286
,,788,803.8571428571429
1392.142857142857,807.6428571428571,789,807.6428571428571
,,790,804.2857142857142
1392.142857142857,800.9285714285714,791,800.9285714285714
602.5,484.0,792,484.0
1452.8846153846155,819.8076923076923,793,819.8076923076923
,,794,796.1181318681319
1392.142857142857,772.4285714285714,795,772.4285714285714
,,796,757.2142857142858
1392.142857142857,742.0,797,742.0
,,798,724.2857142857142
1392.142857142857,706.5714285714286,799,706.5714285714286
1392.142857142857,671.5,800,671.5
,,801,649.9642857142857
,,802,628.4285714285714
1392.142857142857,606.8928571428571,803,606.8928571428571
,,804,601.8348946135831
,,805,596.7769320843091
,,806,591.7189695550351
,,807,586.6610070257611
,,808,581.6030444964871
,,809,576.545081967213
,,810,571.4871194379391
,,811,566.429156908665
,,812,561.3711943793911
,,813,556.3132318501171
,,814,551.255269320843
,,815,546.1973067915691
,,816,541.139344262295
,,817,536.0813817330211
,,818,531.023419203747
,,819,525.965456674473
,,820,520.907494145199
,,821,515.849531615925
,,822,510.791569086651
,,823,505.733606557377
,,824,500.675644028103
,,825,495.61768149882903
,,826,490.559718969555
,,827,485.501756440281
,,828,480.443793911007
,,829,475.38583138173294
,,830,470.327868852459
,,831,465.26990632318495
,,832,460.21194379391096
,,833,455.15398126463697
,,834,450.0960187353629
,,835,445.038056206089
,,836,439.98009367681493
,,837,434.92213114754094
,,838,429.86416861826694
,,839,424.8062060889929
,,840,419.74824355971896
,,841,414.6902810304449
,,842,409.6323185011709
,,843,404.5743559718969
,,844,399.51639344262287
,,845,394.45843091334893
,,846,389.4004683840749
,,847,384.3425058548009
,,848,379.2845433255269
,,849,374.22658079625285
,,850,369.1686182669789
,,851,364.11065573770486
,,852,359.05269320843087
,,853,353.9947306791569
,,854,348.9367681498829
,,855,343.87880562060883
,,856,338.82084309133484
,,857,333.76288056206084
,,858,328.70491803278685
,,859,323.64695550351286
,,860,318.5889929742388
,,861,313.5310304449648
,,862,308.4730679156908
,,863,303.4151053864168
1392.142857142857,298.35714285714283,864,298.35714285714283
,,865,160.67857142857142
450.0,23.0,866,23.0
1427.037037037037,391.85185185185185,867,391.85185185185185
,,868,428.7294973544973
1392.142857142857,465.60714285714283,869,465.60714285714283
,,870,501.5178571428571
1392.142857142857,537.4285714285714,871,537.4285714285714
1392.142857142857,613.4642857142857,872,613.4642857142857
,,873,636.0595238095237
,,874,658.6547619047619
1392.142857142857,681.25,875,681.25
,,876,705.9285714285714
1392.142857142857,730.6071428571429,877,730.6071428571429
,,878,745.6428571428571
1392.142857142857,760.6785714285714,879,760.6785714285714
1392.142857142857,788.5,880,788.5
,,881,795.0952380952381
,,882,801.6904761904763
1392.142857142857,808.2857142857143,883,808.2857142857143
,,884,813.4107142857143
1392.142857142857,818.5357142857143,885,818.5357142857143
450.0,84.0,886,84.0
1427.037037037037,848.2962962962963,887,848.2962962962963
1392.142857142857,811.2857142857143,888,811.2857142857143
,,889,804.5238095238095
,,890,797.7619047619048
1392.142857142857,791.0,891,791.0
,,892,776.7142857142858
1392.142857142857,762.4285714285714,893,762.4285714285714
,,894,747.3571428571429
1392.142857142857,732.2857142857143,895,732.2857142857143
,,896,714.5892857142858
1392.142857142857,696.8928571428571,897,696.8928571428571
,,898,667.8571428571429
1392.142857142857,638.8214285714286,899,638.8214285714286
,,900,633.1897147624344
,,901,627.5580009534403
,,902,621.9262871444462
,,903,616.2945733354521
,,904,610.662859526458
,,905,605.0311457174638
,,906,599.3994319084698
,,907,593.7677180994756
,,908,588.1360042904814
,,909,582.5042904814874
,,910,576.8725766724932
,,911,571.2408628634992
,,912,565.609149054505
,,913,559.9774352455108
,,914,554.3457214365168
,,915,548.7140076275226
,,916,543.0822938185286
,,917,537.4505800095344
,,918,531.8188662005402
,,919,526.1871523915462
,,920,520.555438582552
,,921,514.9237247735579
,,922,509.2920109645638
,,923,503.66029715556965
,,924,498.02858334657554
,,925,492.39686953758144
,,926,486.7651557285873
,,927,481.1334419195932
,,928,475.50172811059906
,,929,469.87001430160495
,,930,464.23830049261085
,,931,458.6065866836167
,,932,452.97487287462263
,,933,447.34315906562847
,,934,441.71144525663436
,,935,436.07973144764026
,,936,430.4480176386461
,,937,424.816303829652
,,938,419.1845900206579
,,939,413.5528762116637
,,940,407.92116240266967
,,941,402.2894485936755
,,942,396.6577347846814
,,943,391.0260209756873
,,944,385.3943071666931
,,945,379.762593357699
,,946,374.1308795487049
,,947,368.4991657397108
,,948,362.8674519307167
,,949,357.23573812172253
,,950,351.6040243127284
,,951,345.9723105037343
,,952,340.3405966947402
,,953,334.70888288574605
,,954,329.07716907675194
,,955,323.44545526775784
,,956,317.81374145876373
,,957,312.18202764976957
,,958,306.55031384077546
,,959,300.91860003178135
,,960,295.28688622278725
1359.655172413793,289.6551724137931,961,289.6551724137931
1427.037037037037,372.0740740740741,962,372.0740740740741
,,963,397.2874779541446
,,964,422.5008818342152
1392.142857142857,447.7142857142857,965,447.7142857142857
1392.142857142857,524.0,966,524.0
,,967,551.5833333333334
,,968,579.1666666666666
1392.142857142857,606.75,969,606.75
1392.142857142857,651.8214285714286,970,651.8214285714286
,,971,666.2142857142857
,,972,680.6071428571429
1392.142857142857,695.0,973,695.0
1392.142857142857,724.8928571428571,974,724.8928571428571
,,975,732.9761904761905
,,976,741.0595238095237
1392.142857142857,749.1428571428571,977,749.1428571428571
1392.142857142857,756.8928571428571,978,756.8928571428571
,,979,760.6190476190476
,,980,764.3452380952381
